Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S24215500068,02/25/2015,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,"4815 MAPLE DRIVE
PLEASANT HILL 50317
",77.0,Polk,1062300.0,FLAVORED RUM,35.0,"Bacardi U.S.A., Inc.",43138,Bacardi Limon,6,1750,$16.00,$24.00,6,$144.00,10.5,2.77
S07082800039,08/13/2012,4105,Fareway Stores #426 / Nevada,1505 SOUTH B AVE,NEVADA,50201,"1505 SOUTH B AVE
NEVADA 50201
(42.009797, -93.439899)",85.0,Story,1041100.0,AMERICAN DRY GINS,434.0,Luxco-St Louis,31656,Paramount Gin,12,750,$3.39,$5.09,4,$20.36,3.0,0.79
S19448900062,06/10/2014,3704,Celtics Beverage Company,1122 BROADWAY,EMMETSBURG,50536,"1122 BROADWAY
EMMETSBURG 50536
(43.109636, -94.678806)",74.0,Palo Alto,1081390.0,IMPORTED SCHNAPPS,421.0,"Sazerac Co., Inc.",69638,Dr. Mcgillicuddy's Cherry Schnapps,6,1750,$14.66,$21.99,3,$65.97,5.25,1.39
S17806500012,03/10/2014,4421,KUM & GO #1 / HAMPTON,609 CENTRAL AVE W,HAMPTON,50441,"609 CENTRAL AVE W
HAMPTON 50441
(42.741741, -93.21508)",35.0,Franklin,1011300.0,TENNESSEE WHISKIES,85.0,Brown-Forman Corporation,26821,Jack Daniels Old #7 Black Lbl Mini,12,500,$8.63,$12.95,12,$155.40,6.0,1.59
S09962000014,01/09/2013,3611,Logan Super Foods,403 E 6TH,LOGAN,51546,"403 E 6TH
LOGAN 51546
(41.644114, -95.786448)",43.0,Harrison,1012100.0,CANADIAN WHISKIES,85.0,Brown-Forman Corporation,12478,Canadian Mist Canadian Why Pet,6,1750,$10.50,$15.75,6,$94.50,10.5,2.77
S19137100007,05/23/2014,4276,Wj's Liquor,107 N MILL ST,LAKE MILLS,50450,"107 N MILL ST
LAKE MILLS 50450
(43.419668, -93.535032)",95.0,Winnebago,1031080.0,VODKA 80 PROOF,301.0,Fifth Generation Inc.,38177,Titos Handmade Vodka,12,1000,$11.92,$17.88,12,$214.56,12.0,3.17
S04310100028,02/28/2012,2645,Hy-Vee Drugstore / Muscatine,510 E 6TH ST,MUSCATINE,52761,"510 E 6TH ST
MUSCATINE 52761
(41.4272, -91.04401)",70.0,Muscatine,1011100.0,BLENDED WHISKIES,297.0,Laird And Company,23828,Five Star,6,1750,$7.36,$11.04,6,$66.24,10.5,2.77
S22914600118,12/11/2014,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,"3221 SE 14TH ST
DES MOINES 50320
(41.554101, -93.596754)",77.0,Polk,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,461.0,Campari(skyy),64996,Frangelico Liqueur,12,750,$13.50,$20.25,12,$243.00,9.0,2.38
S18008200019,03/20/2014,4597,Quik Trip #523 / Army Post DM,850 ARMY POST RD,DES MOINES,50315,"850 ARMY POST RD
DES MOINES 50315
(41.526428, -93.625093)",77.0,Polk,1041100.0,AMERICAN DRY GINS,370.0,Pernod Ricard USA/Austin Nichols,32233,Seagrams Extra Dry Gin,48,200,$1.99,$2.99,6,$17.94,1.2,0.32
S28608300005,10/22/2015,4502,Neighborhood Mart / Waterloo,"2100, LAFAYETTE ST",WATERLOO,50703,"2100, LAFAYETTE ST
WATERLOO 50703
(42.489914, -92.313971)",7.0,Black Hawk,1051010.0,AMERICAN GRAPE BRANDIES,205.0,E AND J GALLO WINERY,52594,E & J Vs Brandy,24,375,$3.22,$4.83,24,$115.92,9.0,2.38
S13027600004,06/26/2013,3628,Wal-Mart 1528 / Cedar Rapids,2645 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,"2645 BLAIRS FERRY RD NE
CEDAR RAPIDS 52402
(42.034748, -91.680734)",57.0,Linn,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",11586,Black Velvet Reserve,12,750,$6.25,$9.62,12,$115.44,9.0,2.38
S20339700097,07/28/2014,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,COUNCIL BLUFFS,51501,"2411 S 24TH ST #1
COUNCIL BLUFFS 51501
(41.238118, -95.879202)",78.0,Pottawattamie,1051010.0,AMERICAN GRAPE BRANDIES,205.0,E AND J GALLO WINERY,52593,E & J Vs Brandy,24,200,$1.96,$2.94,1,$2.94,0.2,0.05
S23175300173,12/26/2014,3612,B and C Liquor / Maquoketa,509 E PLATT,MAQUOKETA,52060,"509 E PLATT
MAQUOKETA 52060
(42.069219, -90.661269)",49.0,Jackson,1081200.0,CREAM LIQUEURS,300.0,Mccormick Distilling Company,65200,Tequila Rose Liqueur,12,750,$7.33,$12.00,2,$24.00,1.5,0.4
S09198000029,11/28/2012,2961,Dahl's / Ep True / Wdm,5003 E P TRUE PARKWAY,WEST DES MOINES,50265,"5003 E P TRUE PARKWAY
WEST DES MOINES 50265
(41.571985, -93.772757)",77.0,Polk,1031080.0,VODKA 80 PROOF,259.0,Heaven Hill Brands,35418,Burnett's Vodka 80 Prf,6,1750,$9.43,$14.15,6,$84.90,10.5,2.77
S04099400018,02/15/2012,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,"555 S 51ST ST
WEST DES MOINES 50265
(41.561219, -93.773583)",77.0,Polk,1081312.0,BUTTERSCOTCH SCHNAPPS,65.0,Jim Beam Brands,82786,Dekuyper Buttershots Schnapps,12,750,$6.30,$9.45,12,$113.40,9.0,2.38
S17360400099,02/12/2014,2621,Hy-Vee Food Store #3 / Sioux City,3301 GORDON DR,SIOUX CITY,51105,"3301 GORDON DR
SIOUX CITY 51105
(42.487752, -96.364108)",97.0,Woodbury,1031080.0,VODKA 80 PROOF,205.0,E AND J GALLO WINERY,36968,New Amsterdam Vodka,24,375,$3.50,$5.25,48,$252.00,18.0,4.76
S29004900008,11/10/2015,2607,Hy-Vee Wine and Spirits / Shenandoah,520 SO FREMONT,SHENANDOAH,51601,"520 SO FREMONT
SHENANDOAH 51601
",73.0,Page,1031080.0,VODKA 80 PROOF,380.0,Phillips Beverage Company,37338,UV Vodka PET,6,1750,$10.99,$16.49,6,$98.94,10.5,2.77
S28255600002,10/05/2015,3886,Wal-Mart 0646 / Anamosa,101  115 ST,ANAMOSA,52205,"101 115 ST
ANAMOSA 52205
(42.101677, -91.264965)",53.0,Jones,1011100.0,BLENDED WHISKIES,297.0,Laird And Company,23828,Five Star,6,1750,$7.46,$11.19,6,$67.14,10.5,2.77
S18037000004,03/24/2014,4808,CB Quick Stop / Council Bluffs,"3500, AVE A",COUNCIL BLUFFS,51501,"3500, AVE A
COUNCIL BLUFFS 51501
(41.262812, -95.902474)",78.0,Pottawattamie,1031200.0,VODKA FLAVORED,380.0,Phillips Beverage Company,41783,Uv Blue Raspberry Vodka Mini,6,500,$4.89,$7.34,6,$44.04,3.0,0.79
S08353200014,10/16/2012,2954,Dahl's / Ingersoll,3425 INGERSOLL,DES MOINES,50300,"3425 INGERSOLL
DES MOINES 50300
(41.58631, -93.662807)",77.0,Polk,1081200.0,CREAM LIQUEURS,305.0,MHW Ltd,73050,Rumchata,6,750,$12.50,$18.75,6,$112.50,4.5,1.19
S15711600031,11/13/2013,3857,Quillins Food Ranch / Waukon,9TH ST SW B,WAUKON,52172,"9TH ST SW B
WAUKON 52172
",3.0,Allamakee,1081200.0,CREAM LIQUEURS,260.0,Diageo Americas,68022,Bailey's Salted Caramel,12,750,$13.00,$19.49,1,$19.49,0.75,0.2
S04746400011,03/27/2012,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,"3140 AGENCY
BURLINGTON 52601
(40.814689, -91.137509)",29.0,Des Moines,1062310.0,SPICED RUM,260.0,Diageo Americas,43335,Captain Morgan Spiced Rum Pet,6,1750,$16.99,$25.48,12,$305.76,21.0,5.55
S24545700033,03/16/2015,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,"555 S 51ST ST
WEST DES MOINES 50265
(41.561219, -93.773583)",77.0,Polk,1062310.0,SPICED RUM,260.0,Diageo Americas,43338,Captain Morgan Spiced Rum,6,1750,$18.00,$27.00,6,$162.00,10.5,2.77
S26110200055,06/10/2015,3980,Wal-Mart 1721 / Iowa City,919 HWY 1 WEST,IOWA CITY,52246,"919 HWY 1 WEST
IOWA CITY 52246
(41.646632, -91.552165)",52.0,Johnson,1081600.0,WHISKEY LIQUEUR,421.0,"Sazerac Co., Inc.",64868,Fireball Cinnamon Whiskey,6,1750,$15.33,$23.00,6,$138.00,10.5,2.77
S03463600018,01/09/2012,4233,Fareway Stores #815 / Cresco,112 S ELM ST,CRESCO,52136,"112 S ELM ST
CRESCO 52136
(43.371038, -92.116904)",45.0,Howard,1062310.0,SPICED RUM,260.0,Diageo Americas,43244,Captain Morgan 100 Proof Spiced Rum,12,750,$10.00,$14.99,1,$14.99,0.75,0.2
S27052600065,07/30/2015,3769,Wal-Mart 0753 / Cedar Fall,525 BRANDILYNN BLVD,CEDAR FALLS,50613,"525 BRANDILYNN BLVD
CEDAR FALLS 50613
(42.485041, -92.440301)",7.0,Black Hawk,1081600.0,WHISKEY LIQUEUR,421.0,"Sazerac Co., Inc.",64868,Fireball Cinnamon Whiskey,6,1750,$15.33,$23.00,12,$276.00,21.0,5.55
S24226500006,02/25/2015,5004,Ida Grove Food Pride,200 SUSAN LAWRENCE DR,IDA GROVE,51445,"200 SUSAN LAWRENCE DR
IDA GROVE 51445
",47.0,Ida,1031080.0,VODKA 80 PROOF,297.0,Laird And Company,35926,Five O'clock PET Vodka,12,750,$3.37,$5.06,12,$60.72,9.0,2.38
S17685400104,03/03/2014,2521,Hy-Vee Food and Drug / Grand / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,"1990 GRAND AVENUE
WEST DES MOINES 50265
(41.571127, -93.73162)",77.0,Polk,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,Jim Beam Brands,19026,Jim Beam Black,12,750,$13.65,$20.48,2,$40.96,1.5,0.4
S10976800108,03/07/2013,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,"1720 WATERFRONT DR
IOWA CITY 52240
(41.64277, -91.530467)",52.0,Johnson,1011200.0,STRAIGHT BOURBON WHISKIES,125.0,"Cedar Ridge Vineyards,LLC",17206,Cedar Ridge Bourbon,6,750,$17.60,$26.40,12,$316.80,9.0,2.38
S14937000072,10/03/2013,2599,Hy-Vee Wine and Spirits / Coralville,1914 8TH STREET,CORALVILLE,52241,"1914 8TH STREET
CORALVILLE 52241
(41.682013, -91.590715)",52.0,Johnson,1031200.0,VODKA FLAVORED,260.0,Diageo Americas,41592,Smirnoff Lime Vodka,12,750,$7.75,$11.87,12,$142.44,9.0,2.38
S26405400116,06/24/2015,2642,Hy-Vee Wine and Spirits / Pella,512 E OSKALOOSA,PELLA,50219,"512 E OSKALOOSA
PELLA 50219
(41.397023, -92.899722)",63.0,Marion,1081390.0,IMPORTED SCHNAPPS,421.0,"Sazerac Co., Inc.",69657,Dr. Mcgillicuddy's Mentholmint,12,1000,$11.00,$16.50,1,$16.50,1.0,0.26
S22720100016,12/03/2014,3495,Great Pastimes,228 N MAIN ST,MONTICELLO,52310,"228 N MAIN ST
MONTICELLO 52310
(42.240132, -91.183413)",53.0,Jones,1031200.0,VODKA FLAVORED,380.0,Phillips Beverage Company,41701,Uv Orange Vodka,12,750,$6.25,$9.50,1,$9.50,0.75,0.2
S15578700008,11/06/2013,4105,Fareway Stores #426 / Nevada,1505 SOUTH B AVE,NEVADA,50201,"1505 SOUTH B AVE
NEVADA 50201
(42.009797, -93.439899)",85.0,Story,1041100.0,AMERICAN DRY GINS,434.0,Luxco-St Louis,31658,Paramount Gin,6,1750,$7.11,$10.67,6,$64.02,10.5,2.77
