Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S11678500062,04/16/2013,4012,Fast Mart,1401 BUCHANAN ST,DES MOINES,50316,"1401 BUCHANAN ST
DES MOINES 50316
(41.598779, -93.599363)",77.0,Polk,1062300.0,FLAVORED RUM,370.0,Pernod Ricard USA/Austin Nichols,42699,Malibu Mango Rum,12,750,$7.50,$11.24,2,$22.48,1.5,0.4
S28103300023,09/24/2015,4902,Broadway Liquor,821 BROADWAY ST,WATERLOO,50703,"821 BROADWAY ST
WATERLOO 50703
(42.513772, -92.345144)",7.0,Black Hawk,1032080.0,IMPORTED VODKA,370.0,Pernod Ricard USA/Austin Nichols,34008,Absolut Swedish Vodka 80 Prf,6,1750,$19.99,$29.99,1,$29.99,1.75,0.46
S21767600013,10/14/2014,4665,Casey's General Store #2896 / Ankeny,2601 SE CREEKVIEW DR,ANKENY,50021,"2601 SE CREEKVIEW DR
ANKENY 50021
(41.703664, -93.571584)",77.0,Polk,1081600.0,WHISKEY LIQUEUR,421.0,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,$29.72,$44.58,1,$44.58,3.0,0.79
S16080900022,12/04/2013,3964,Sioux Food Center of Sioux Rapids,621 HWY 71,SIOUX RAPIDS,50585,"621 HWY 71
SIOUX RAPIDS 50585
(42.888842, -95.152678)",11.0,Buena Vista,1081380.0,MISCELLANEOUS SCHNAPPS,65.0,Jim Beam Brands,82627,Dekuyper Cherry Pucker,12,1000,$7.62,$11.43,3,$34.29,3.0,0.79
S16300500012,12/16/2013,2628,Hy-Vee Food Store / Eldora,1616 EDGINGTON,ELDORA,50627,"1616 EDGINGTON
ELDORA 50627
(42.360633, -93.103286)",42.0,Hardin,1031080.0,VODKA 80 PROOF,260.0,Diageo Americas,37418,Popov Vodka 80 Prf,6,1750,$8.50,$12.75,6,$76.50,10.5,2.77
S26151300039,06/11/2015,4847,Slagle Foods LeClaire,1301 EAGLE RIDGE RD,LECLAIRE,52753,"1301 EAGLE RIDGE RD
LECLAIRE 52753
(41.587349, -90.359813)",82.0,Scott,1022100.0,TEQUILA,410.0,The Patron Spirits Company,88296,Patron Tequila Silver,12,750,$27.00,$40.50,1,$40.50,0.75,0.2
S18452500016,04/17/2014,2612,Hy-Vee Store / Perry,1215  141 ST,PERRY,50220,"1215 141 ST
PERRY 50220
(41.830538, -94.104717)",25.0,Dallas,1031080.0,VODKA 80 PROOF,434.0,Luxco-St Louis,36305,Hawkeye Vodka,12,750,$3.34,$5.01,12,$60.12,9.0,2.38
S20035900006,07/10/2014,2846,CVS Pharmacy #8443 / Cedar Rapids,3419 16th AVE SW,CEDAR RAPIDS,52404,"3419 16th AVE SW
CEDAR RAPIDS 52404
(41.963526, -91.716583)",57.0,Linn,1012200.0,SCOTCH WHISKIES,260.0,Diageo Americas,10008,Scoresby Rare Scotch,6,1750,$10.50,$15.74,6,$94.44,10.5,2.77
S15172700015,10/16/2013,4023,Wal-Mart 1389 / Boone,1515 SE MARSHALL ST,BOONE,50036,"1515 SE MARSHALL ST
BOONE 50036
(42.035092, -93.869687)",8.0,Boone,1071100.0,AMERICAN COCKTAILS,395.0,Proximo,58872,Jose Cuervo Authentic Light Margarita Lime,6,1750,$8.20,$12.30,6,$73.80,10.5,2.77
S21716600032,10/13/2014,2558,Hy-Vee Food Store / Mount Pleasant,1700 E WASHINGTON,MOUNT PLEASANT,52641,"1700 E WASHINGTON
MOUNT PLEASANT 52641
(40.961243, -91.525484)",44.0,Henry,1062310.0,SPICED RUM,434.0,Luxco-St Louis,44657,Lady Bligh Spiced Rum,12,1000,$7.00,$10.50,12,$126.00,12.0,3.17
S19700200018,06/23/2014,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.60566, -93.619787)",77.0,Polk,1081600.0,WHISKEY LIQUEUR,421.0,"Sazerac Co., Inc.",64866,Fireball Cinnamon Whiskey,12,750,$8.98,$13.47,12,$161.64,9.0,2.38
S16765700056,01/09/2014,3785,Southside Tobacco and Liquor,2424 SW 9TH ST,DES MOINES,50315,"2424 SW 9TH ST
DES MOINES 50315
(41.56373, -93.624729)",77.0,Polk,1081600.0,WHISKEY LIQUEUR,421.0,"Sazerac Co., Inc.",64865,Fireball Cinnamon Whiskey PET,12,750,$8.67,$13.01,12,$156.12,9.0,2.38
S20648600013,08/13/2014,5017,Lansing IGA,417 MAIN ST,LANSING,52151,"417 MAIN ST
LANSING 52151
(43.36182, -91.219222)",3.0,Allamakee,1011200.0,STRAIGHT BOURBON WHISKIES,297.0,Laird And Company,18408,G & W Bourbon,6,1750,$9.23,$13.85,6,$83.10,10.5,2.77
S18917600043,05/13/2014,3625,Wal-Mart 0892 / Ankeny,1002 SE NATIONAL DR,ANKENY,50021,"1002 SE NATIONAL DR
ANKENY 50021
(41.704864, -93.582728)",77.0,Polk,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434.0,Luxco-St Louis,45276,Paramount White Rum,12,750,$4.00,$6.00,12,$72.00,9.0,2.38
S26920200001,07/22/2015,3785,Southside Tobacco and Liquor,2424 SW 9TH ST,DES MOINES,50315,"2424 SW 9TH ST
DES MOINES 50315
(41.56373, -93.624729)",77.0,Polk,1011200.0,STRAIGHT BOURBON WHISKIES,55.0,Sazerac North America,21598,Ten High,6,1750,$9.24,$13.86,6,$83.16,10.5,2.77
S22832200016,12/09/2014,2353,Cresco Liquor Store,708 2ND AVE SE,CRESCO,52136,"708 2ND AVE SE
CRESCO 52136
(43.371131, -92.106504)",45.0,Howard,1051010.0,AMERICAN GRAPE BRANDIES,259.0,Heaven Hill Brands,52319,Christian Bros Brandy-Round,12,1000,$7.11,$10.67,12,$128.04,12.0,3.17
S27164300005,08/05/2015,2200,Sac Liquor Store,619 E MAIN ST,SAC CITY,50583,"619 E MAIN ST
SAC CITY 50583
(42.421341, -94.974011)",81.0,Sac,1062310.0,SPICED RUM,260.0,Diageo Americas,43337,Captain Morgan Spiced Rum,12,1000,$11.75,$17.63,24,$423.12,24.0,6.34
S18237000049,04/03/2014,2622,Hy-Vee Food Store / Iowa City,1125 N DODGE ST,IOWA CITY,52240,"1125 N DODGE ST
IOWA CITY 52240
(41.676203, -91.518536)",52.0,Johnson,1031080.0,VODKA 80 PROOF,297.0,Laird And Company,35918,Five O'clock Vodka,6,1750,$7.20,$10.79,6,$64.74,10.5,2.77
S25218700012,04/22/2015,2513,Hy-Vee Food Store #2 / Iowa City,812  S 1ST AVE,IOWA CITY,52240,"812 S 1ST AVE
IOWA CITY 52240
",52.0,Johnson,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,$6.63,$9.95,2,$19.90,2.0,0.53
S17962600199,03/18/2014,2667,Hy-Vee Mainstreet,2611 PIERCE ST,SIOUX CITY,51104,"2611 PIERCE ST
SIOUX CITY 51104
(42.517653, -96.40514)",97.0,Woodbury,1052010.0,IMPORTED GRAPE BRANDIES,389.0,REMY COINTREAU USA         .,49186,Remy Martin Vsop Cognac,12,750,$20.84,$31.26,3,$93.78,2.25,0.59
S25894800002,05/28/2015,3437,Scott's Foods,1120 SUNSET DRIVE,NORWALK,50211,"1120 SUNSET DRIVE
NORWALK 50211
(41.479869, -93.67811)",91.0,Warren,1062100.0,JAMAICA RUM,260.0,Diageo Americas,42166,Myers's Rum Original Dark,12,750,$10.00,$15.00,3,$45.00,2.25,0.59
S29110900025,11/17/2015,4904,Larchwood Quick Stop,832 BROADWAY ST,LARCHWOOD,51241,"832 BROADWAY ST
LARCHWOOD 51241
(43.45255, -96.43415)",60.0,Lyon,1032080.0,IMPORTED VODKA,370.0,Pernod Ricard USA/Austin Nichols,34001,Absolut Swedish Vodka 80 Prf Mini,10,600,$7.92,$11.88,2,$23.76,1.2,0.32
S21861300101,10/20/2014,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,"3140 AGENCY
BURLINGTON 52601
(40.814689, -91.137509)",29.0,Des Moines,1011100.0,BLENDED WHISKIES,260.0,Diageo Americas,25606,Seagrams 7 Crown Bl Whiskey,12,750,$7.00,$10.50,12,$126.00,9.0,2.38
S06555400088,07/12/2012,2544,Hy-Vee Food Store / Marshalltown,802 SOUTH CENTER,MARSHALLTOWN,50158,"802 SOUTH CENTER
MARSHALLTOWN 50158
(42.034788, -92.899809)",64.0,Marshall,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434.0,Luxco-St Louis,45247,Paramount Gold Rum,12,1000,$4.33,$6.50,12,$78.00,12.0,3.17
S11564100008,04/10/2013,4279,Keota Eagle Foods,217 E BROADWAY,KEOTA,52248,"217 E BROADWAY
KEOTA 52248
(41.363968, -91.953421)",54.0,Keokuk,1081390.0,IMPORTED SCHNAPPS,421.0,"Sazerac Co., Inc.",69636,Dr. Mcgillicuddy's Cherry Schnapps,12,750,$8.66,$12.99,6,$77.94,4.5,1.19
S16845300077,01/15/2014,3495,Great Pastimes,228 N MAIN ST,MONTICELLO,52310,"228 N MAIN ST
MONTICELLO 52310
(42.240132, -91.183413)",53.0,Jones,1011200.0,STRAIGHT BOURBON WHISKIES,434.0,Luxco-St Louis,16988,Bourbon Supreme Bourbon,6,1750,$9.67,$14.51,2,$29.02,3.5,0.92
S26783900044,07/15/2015,2625,Hy-Vee Wine and Spirits #2,3301 W KIMBERLY RD,DAVENPORT,52804,"3301 W KIMBERLY RD
DAVENPORT 52804
",82.0,Scott,1032080.0,IMPORTED VODKA,65.0,Jim Beam Brands,34578,Pinnacle Vodka,6,1750,$12.59,$18.89,6,$113.34,10.5,2.77
S05784000027,05/30/2012,3056,Clarion Super Valu Ii,325 CENTRAL AVE W,CLARION,50525,"325 CENTRAL AVE W
CLARION 50525
(42.731639, -93.73684)",99.0,Wright,1062310.0,SPICED RUM,259.0,Heaven Hill Brands,43027,Admiral Nelson Spiced Rum,12,1000,$7.27,$10.91,4,$43.64,4.0,1.06
S28237300006,10/01/2015,4881,Sperry One Stop Shop LLC,516 HWY 141,COON RAPIDS,50058,"516 HWY 141
COON RAPIDS 50058
",14.0,Carroll,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,$6.75,$10.13,3,$30.39,2.25,0.59
S16583000020,12/30/2013,2611,Hy-Vee Drugstore / Ottumwa,1140 NORTH JEFFERSON ST,OTTUMWA,52501,"1140 NORTH JEFFERSON ST
OTTUMWA 52501
(41.026754, -92.401538)",90.0,Wapello,1012200.0,SCOTCH WHISKIES,260.0,Diageo Americas,5290,J & B Rare Scotch,12,750,$12.25,$18.38,12,$220.56,9.0,2.38
S29058500001,11/18/2015,4057,Tequila's Liquor Store,1434 DES MOINES ST STE 5,DES MOINES,50316,"1434 DES MOINES ST STE 5
DES MOINES 50316
(41.594713, -93.597039)",77.0,Polk,1022100.0,TEQUILA,395.0,Proximo,903089,Gran Centenario Anejo,6,750,$30.64,$45.96,12,$551.52,9.0,2.38
S18223200028,04/02/2014,4308,Keystone Liquor and Wine / Coralvill,517  2ND ST STE 2,CORALVILLE,52241,"517 2ND ST STE 2
CORALVILLE 52241
(41.671398, -91.573591)",52.0,Johnson,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,Jim Beam Brands,19477,Maker's Mark,12,1000,$22.04,$33.06,2,$66.12,2.0,0.53
S22037800023,10/28/2014,4228,Fareway Stores #462 / Vinton,501 A AVE,VINTON,52349,"501 A AVE
VINTON 52349
(42.166166, -92.025603)",6.0,Benton,1062310.0,SPICED RUM,259.0,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,1750,$11.55,$17.33,6,$103.98,10.5,2.77
S17774100026,03/10/2014,3385,Sam's Club 8162 / Cedar Rapids,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,"2605 BLAIRS FERRY RD NE
CEDAR RAPIDS 52402
(42.034737, -91.679406)",57.0,Linn,1012100.0,CANADIAN WHISKIES,260.0,Diageo Americas,11348,Seagrams V.o. Bl Canadian Whisky Pet,6,1750,$16.00,$23.99,18,$431.82,31.5,8.32
S27895100001,09/15/2015,4336,Last Call 2,120 N MAIN ST,GEORGE,51237,"120 N MAIN ST
GEORGE 51237
(43.343861, -96.002282)",60.0,Lyon,1012100.0,CANADIAN WHISKIES,260.0,Diageo Americas,11297,Crown Royal Canadian Whisky,12,1000,$18.50,$27.75,1,$27.75,1.0,0.26
S09418600103,12/11/2012,2593,Hy-Vee Food Store / Carroll,905 US HIGHWAY 30 WEST,CARROLL,51401,"905 US HIGHWAY 30 WEST
CARROLL 51401
(42.064123, -94.855277)",14.0,Carroll,1012210.0,SINGLE MALT SCOTCH,420.0,"Moet Hennessy USA, Inc.",5133,Glenmorangie 10 Yr Single Malt Scotch,6,750,$21.49,$32.24,6,$193.44,4.5,1.19
S17512100018,02/20/2014,4349,Southside Food Mart,1101 ARMY POST RD,DES MOINES,50315,"1101 ARMY POST RD
DES MOINES 50315
(41.526509, -93.628356)",77.0,Polk,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",11786,Black Velvet Traveler,12,750,$5.23,$7.84,12,$94.08,9.0,2.38
S12185500070,05/13/2013,2638,Hy-Vee Wine and Spirits / Cedar Fall,5925 UNIVERSITY AVE STE A,CEDAR FALLS,50613,"5925 UNIVERSITY AVE STE A
CEDAR FALLS 50613
(42.512766, -92.429371)",7.0,Black Hawk,1031200.0,VODKA FLAVORED,65.0,Jim Beam Brands,40849,Pucker Vodka Grape Gone Wild,12,750,$9.45,$14.18,3,$42.54,2.25,0.59
S04958800025,04/09/2012,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,"3221 SE 14TH ST
DES MOINES 50320
(41.554101, -93.596754)",77.0,Polk,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,$6.63,$9.94,48,$477.12,48.0,12.68
S25447900011,05/05/2015,4106,Hartig Drug Co. / JFK Rd / Dubuque,2255 JOHN F KENNEDY RD,DUBUQUE,52002,"2255 JOHN F KENNEDY RD
DUBUQUE 52002
(42.511454, -90.720519)",31.0,Dubuque,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,$6.63,$9.95,1,$9.95,1.0,0.26
S08781000033,11/06/2012,4347,Jeff's Market / Blue Grass,102 W MAYNE,BLUE GRASS,52726,"102 W MAYNE
BLUE GRASS 52726
(41.509114, -90.765769)",82.0,Scott,1031080.0,VODKA 80 PROOF,421.0,"Sazerac Co., Inc.",36976,Nikolai Vodka,12,750,$3.33,$5.00,3,$15.00,2.25,0.59
S13025200026,06/26/2013,3990,Cork and Bottle / Oskaloosa,309 A AVE WEST,OSKALOOSA,52577,"309 A AVE WEST
OSKALOOSA 52577
(41.296228, -92.648153)",62.0,Mahaska,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,192.0,Sidney Frank Importing Co.,65254,Jagermeister Liqueur,24,375,$6.51,$9.77,24,$234.48,9.0,2.38
S27028900017,07/30/2015,4265,Kwik Stop 3 / Waterloo,1104 WASHINGTON ST,WATERLOO,50702,"1104 WASHINGTON ST
WATERLOO 50702
(42.489105, -92.336964)",7.0,Black Hawk,1011100.0,BLENDED WHISKIES,297.0,Laird And Company,23824,Five Star,24,375,$2.00,$3.00,24,$72.00,9.0,2.38
S06961800152,08/06/2012,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.023145, -93.715664)",85.0,Story,1062310.0,SPICED RUM,322.0,Prestige Wine and Spirits Group,77318,Rondiaz Rum Spiced,6,1750,$10.00,$15.00,6,$90.00,10.5,2.77
S06988900022,08/07/2012,3495,Great Pastimes,228 N MAIN ST,MONTICELLO,52310,"228 N MAIN ST
MONTICELLO 52310
(42.240132, -91.183413)",53.0,Jones,1081600.0,WHISKEY LIQUEUR,260.0,Diageo Americas,67267,Yukon Jack Canadian Liqueur,12,1000,$11.50,$17.24,1,$17.24,1.0,0.26
S19867900048,07/01/2014,2572,Hy-Vee Food Store / Cedar Falls,6301 UNIVERSITY,CEDAR FALLS,50613,"6301 UNIVERSITY
CEDAR FALLS 50613
(42.512771, -92.433344)",7.0,Black Hawk,1081900.0,MISC. AMERICAN CORDIALS & LIQUEURS,322.0,Prestige Wine and Spirits Group,75211,Kinky Liqueur,12,750,$10.00,$15.00,12,$180.00,9.0,2.38
S28237100066,10/01/2015,2593,Hy-Vee Food Store / Carroll,905 US HIGHWAY 30 WEST,CARROLL,51401,"905 US HIGHWAY 30 WEST
CARROLL 51401
(42.064123, -94.855277)",14.0,Carroll,1081900.0,MISC. AMERICAN CORDIALS & LIQUEURS,322.0,Prestige Wine and Spirits Group,75211,Kinky Liqueur,12,750,$10.00,$15.00,12,$180.00,9.0,2.38
S05291200015,04/30/2012,3690,Target Store T-1792 / Waterloo,1501 E SAN MARNAN,WATERLOO,50702,"1501 E SAN MARNAN
WATERLOO 50702
(42.464485, -92.325442)",7.0,Black Hawk,1062300.0,FLAVORED RUM,35.0,"Bacardi U.S.A., Inc.",43197,Bacardi Torched Cherry,12,750,$8.33,$12.49,6,$74.94,4.5,1.19
S10817600066,02/27/2013,4794,Smokin' Joe's #17 Tobacco and Liquor,110 S ROOSEVELT HWY 61,BURLINGTON,52601,"110 S ROOSEVELT HWY 61
BURLINGTON 52601
(40.809556, -91.141395)",29.0,Des Moines,1062300.0,FLAVORED RUM,370.0,Pernod Ricard USA/Austin Nichols,42687,Malibu Black,12,750,$8.50,$12.74,1,$12.74,0.75,0.2
S16080500131,12/04/2013,2621,Hy-Vee Food Store #3 / Sioux City,3301 GORDON DR,SIOUX CITY,51105,"3301 GORDON DR
SIOUX CITY 51105
(42.487752, -96.364108)",97.0,Woodbury,1081300.0,PEPPERMINT SCHNAPPS,434.0,Luxco-St Louis,81204,Paramount Peppermint Schnapps,24,375,$2.28,$3.42,12,$41.04,4.5,1.19
S05073400006,04/16/2012,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.60566, -93.619787)",77.0,Polk,1081305.0,APPLE SCHNAPPS,65.0,Jim Beam Brands,82607,Dekuyper Sour Apple,12,1000,$7.35,$11.02,24,$264.48,24.0,6.34
S16510900012,12/26/2013,3925,Johncy's Liquor Store Inc,585 HWY 965 S  STE E,NORTH LIBERTY,52317,"585 HWY 965 S STE E
NORTH LIBERTY 52317
(41.738152, -91.60761)",48.0,Iowa,1011100.0,BLENDED WHISKIES,125.0,"Cedar Ridge Vineyards,LLC",27632,Cedar Ridge Short's Whiskey,6,750,$13.83,$20.75,6,$124.50,4.5,1.19
S19238100140,05/29/2014,2627,Hy-Vee Wine and Spirits #1,3424 MARTIN LUTHER KING JR PKW,DES MOINES,50310,"3424 MARTIN LUTHER KING JR PKW
DES MOINES 50310
(41.626402, -93.651112)",77.0,Polk,1081700.0,DISTILLED SPIRITS SPECIALTY,384.0,Piedmont Distillers,76039,Midnight Moon Strawberry,6,375,$7.25,$10.88,2,$21.76,0.75,0.2
S12202600111,05/14/2013,2613,Hy-Vee Food Store #1 / Council Bluff,2323 W BROADWAY,COUNCIL BLUFFS,51501,"2323 W BROADWAY
COUNCIL BLUFFS 51501
(41.261925, -95.879662)",78.0,Pottawattamie,1012200.0,SCOTCH WHISKIES,260.0,Diageo Americas,5349,Johnnie Walker Red,6,1750,$27.25,$40.87,2,$81.74,3.5,0.92
S24600900064,03/18/2015,3890,Smokin' Joe's #7 Tobacco and Liquor,904  1ST AVE NW,CEDAR RAPIDS,52405,"904 1ST AVE NW
CEDAR RAPIDS 52405
(41.972773, -91.683668)",57.0,Linn,1031080.0,VODKA 80 PROOF,434.0,Luxco-St Louis,36304,Hawkeye Vodka,24,375,$2.07,$3.11,4,$12.44,1.5,0.4
S23793800186,02/02/2015,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,"2400 2ND AVE
MUSCATINE 52761
(41.45135, -91.035137)",70.0,Muscatine,1022100.0,TEQUILA,65.0,Jim Beam Brands,89796,Sauza Conmemorativo,12,750,$14.17,$21.26,1,$21.26,0.75,0.2
S22412500009,11/19/2014,4961,Kwik Stop / Cedar Cross,1200 CEDAR CROSS RD,DUBUQUE,52003,"1200 CEDAR CROSS RD
DUBUQUE 52003
(42.475443, -90.70501)",31.0,Dubuque,1081200.0,CREAM LIQUEURS,305.0,MHW Ltd,73055,Rumchata,12,750,$12.50,$18.75,6,$112.50,4.5,1.19
S17671100022,03/03/2014,4154,Fareway Stores #055 / Hiawatha,885 MILLER RD,HIAWATHA,52233,"885 MILLER RD
HIAWATHA 52233
(42.046291, -91.702218)",57.0,Linn,1011100.0,BLENDED WHISKIES,65.0,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,$11.02,$16.53,3,$49.59,5.25,1.39
S14508300004,09/11/2013,4135,Fareway Stores #925 / Altoona,620 SE 8TH ST,ALTOONA,50009,"620 SE 8TH ST
ALTOONA 50009
(41.644082, -93.458047)",77.0,Polk,1071100.0,AMERICAN COCKTAILS,55.0,Sazerac North America,57148,Chi-Chi's Margarita W/tequila,6,1750,$6.49,$9.74,6,$58.44,10.5,2.77
S26683900007,07/13/2015,2837,CVS Pharmacy #8544 / Waterloo,1825 E San Marnan,WATERLOO,50702,"1825 E San Marnan
WATERLOO 50702
(42.466955, -92.321633)",7.0,Black Hawk,1031080.0,VODKA 80 PROOF,260.0,Diageo Americas,38006,Smirnoff Vodka Traveller,12,750,$8.25,$12.38,12,$148.56,9.0,2.38
S28652400012,10/26/2015,3886,Wal-Mart 0646 / Anamosa,101  115 ST,ANAMOSA,52205,"101 115 ST
ANAMOSA 52205
(42.101677, -91.264965)",53.0,Jones,1031080.0,VODKA 80 PROOF,301.0,Fifth Generation Inc.,38176,Titos Vodka,12,750,$9.65,$14.48,12,$173.76,9.0,2.38
S23302200014,01/05/2015,2626,Hy-Vee Drugstore / University / DSM,4100 UNIVERSITY AVE,DES MOINES,50311,"4100 UNIVERSITY AVE
DES MOINES 50311
(41.600361, -93.673223)",77.0,Polk,1052010.0,IMPORTED GRAPE BRANDIES,420.0,"Moet Hennessy USA, Inc.",48105,Hennessy VS,12,375,$9.75,$14.63,12,$175.56,4.5,1.19
S27597100006,08/31/2015,5178,New York Dollar Stores,"320, N CALHOUN ST",WEST LIBERTY,52776,"320, N CALHOUN ST
WEST LIBERTY 52776
(41.570709, -91.263404)",70.0,Muscatine,1051010.0,AMERICAN GRAPE BRANDIES,115.0,"Constellation Wine Company, Inc.",53213,Paul Masson Grande Amber Brandy,24,200,$1.96,$2.94,24,$70.56,4.8,1.27
S25422300044,05/04/2015,2653,Hy-Vee Wine and Spirits / Washington,1004 W MADISON ST,WASHINGTON,52353,"1004 W MADISON ST
WASHINGTON 52353
(41.296576, -91.704551)",92.0,Washington,1032200.0,IMPORTED VODKA - MISC,370.0,Pernod Ricard USA/Austin Nichols,34030,Absolut Citron (lemon Vodka),12,750,$8.99,$13.49,2,$26.98,1.5,0.4
S08512700003,10/24/2012,4360,Kum & Go #333 / Newton,405 1ST AVE E,NEWTON,50208,"405 1ST AVE E
NEWTON 50208
(41.699578, -93.049443)",50.0,Jasper,1031080.0,VODKA 80 PROOF,434.0,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,$7.13,$10.70,12,$128.40,21.0,5.55
S17688400007,03/04/2014,3390,Okoboji Avenue Liquor,1610 OKOBOJI AVENUE,MILFORD,51351,"1610 OKOBOJI AVENUE
MILFORD 51351
(43.331525, -95.149955)",30.0,Dickinson,1051110.0,BLACKBERRY BRANDIES,55.0,Sazerac North America,55068,Mr. Boston Blackberry Brandy,6,1750,$10.00,$14.99,6,$89.94,10.5,2.77
S03660900007,01/19/2012,3760,Brady Mart / Davenport,3107 N BRADY ST,DAVENPORT,52803,"3107 N BRADY ST
DAVENPORT 52803
",82.0,Scott,1031080.0,VODKA 80 PROOF,434.0,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,$7.13,$10.70,6,$64.20,10.5,2.77
S07645500018,09/11/2012,4771,Cenex Gas Station,"502, E AVE NW",CEDAR RAPIDS,52402,"502, E AVE NW
CEDAR RAPIDS 52402
(41.977955, -91.680078)",57.0,Linn,1081300.0,PEPPERMINT SCHNAPPS,434.0,Luxco-St Louis,80571,Arrow Peppermint Schnapps Mini,12,500,$4.54,$6.81,1,$6.81,0.5,0.13
S15447800019,10/30/2013,3797,The Liquor Store / Davenport,211  W 53RD ST,DAVENPORT,52806,"211 W 53RD ST
DAVENPORT 52806
(41.574536, -90.576113)",82.0,Scott,1032080.0,IMPORTED VODKA,260.0,Diageo Americas,34197,Ciroc Luxury Vodka,12,375,$9.00,$13.50,12,$162.00,4.5,1.19
S06113100040,06/18/2012,3820,"Charlie's Wine and Spirits,",507 W 19th St,SIOUX CITY,51103,"507 W 19th St
SIOUX CITY 51103
(42.510535, -96.420193)",97.0,Woodbury,1081317.0,GRAPE SCHNAPPS,65.0,Jim Beam Brands,82637,Dekuyper Grape Pucker,12,1000,$7.35,$11.02,12,$132.24,12.0,3.17
S23571100084,01/20/2015,2522,Hy-Vee Wine and Spirits / Spirit Lak,HWY 9 & 71,SPIRIT LAKE,51360,"HWY 9 &amp; 71
SPIRIT LAKE 51360
",30.0,Dickinson,1012300.0,IRISH WHISKIES,240.0,"WILLIAM GRANT AND SONS, INC.",15940,Tullamore Dew Irish Whisky,12,750,$14.38,$21.57,3,$64.71,2.25,0.59
S28852200254,11/04/2015,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.022848, -93.619455)",85.0,Story,1031200.0,VODKA FLAVORED,260.0,Diageo Americas,77847,Smirnoff Vanilla,12,750,$8.25,$12.38,12,$148.56,9.0,2.38
S13607300027,07/30/2013,4812,Liquor Beer & Tobacco Outlet / Charl,1908 CLARK ST,CHARLES CITY,50616,"1908 CLARK ST
CHARLES CITY 50616
(43.059133, -92.66188)",34.0,Floyd,1031080.0,VODKA 80 PROOF,260.0,Diageo Americas,37993,Smirnoff Vodka 80 Prf,48,200,$2.46,$3.69,10,$36.90,2.0,0.53
S27991100033,09/21/2015,4845,3rd St Convenience,"216, 3RD ST SE",CEDAR RAPIDS,52401,"216, 3RD ST SE
CEDAR RAPIDS 52401
(41.977897, -91.666082)",57.0,Linn,1081600.0,WHISKEY LIQUEUR,421.0,"Sazerac Co., Inc.",64864,Fireball Cinnamon Whisky,24,375,$5.33,$8.00,24,$192.00,9.0,2.38
S08884800075,11/12/2012,2285,John's Grocery,401 EAST MARKET ST,IOWA CITY,52240,"401 EAST MARKET ST
IOWA CITY 52240
(41.663541, -91.530112)",52.0,Johnson,1031200.0,VODKA FLAVORED,380.0,Phillips Beverage Company,40621,UV Chocolate Cake Mini,6,500,$4.88,$7.32,1,$7.32,0.5,0.13
S28457400012,10/15/2015,4787,Guppy's On The Go Swisher,2722 NE 120TH ST,SWISHER,52338,"2722 NE 120TH ST
SWISHER 52338
(41.847872, -91.663265)",52.0,Johnson,1011200.0,STRAIGHT BOURBON WHISKIES,125.0,"Cedar Ridge Vineyards,LLC",17206,Cedar Ridge Bourbon,6,750,$18.10,$27.15,3,$81.45,2.25,0.59
